ENSEMBL_ID	Associated.Gene.Name	iTreg	naive	nTreg	Th1	Th17	Th2
ENSMUSG00000026965	Anapc2	HE	HE	HE	HE	HE	HE
ENSMUSG00000026966	Ssna1	HE	HE	HE	HE	HE	HE
ENSMUSG00000026969	Fam166a	NE	UND	UND	LE	UND	LE
ENSMUSG00000026970	Rbms1	HE	HE	HE	HE	HE	HE
ENSMUSG00000026971	Itgb6	LE	LE	NE	LE	LE	LE
ENSMUSG00000026972	Arrdc1	HE	HE	HE	HE	HE	HE
ENSMUSG00000026974	Zmynd19	HE	HE	UND	HE	HE	HE
ENSMUSG00000026975	Wdr85	HE	HE	HE	HE	HE	HE
ENSMUSG00000026976	Pax8	NE	UND	UND	LE	LE	LE
ENSMUSG00000026977	March7	HE	HE	HE	HE	HE	HE
ENSMUSG00000026979	Psd4	HE	HE	HE	HE	HE	HE
ENSMUSG00000026980	Ly75	HE	HE	UND	HE	HE	HE
ENSMUSG00000026981	Il1rn	UND	LE	UND	NE	UND	LE
ENSMUSG00000026983	Il1f5	NE	NE	NE	NE	NE	NE
ENSMUSG00000026984	Il1f6	NE	NE	NE	NE	NE	NE
ENSMUSG00000026985	Il1f8	NE	NE	NE	NE	LE	NE
ENSMUSG00000026986	Hnmt	NE	NE	NE	NE	NE	NE
ENSMUSG00000026987	Baz2b	HE	HE	HE	HE	HE	HE
ENSMUSG00000026988	Wdsub1	HE	UND	UND	HE	HE	HE
ENSMUSG00000026989	Dapl1	HE	HE	UND	UND	UND	UND
ENSMUSG00000026991	Pkp4	HE	HE	HE	HE	HE	UND
ENSMUSG00000026994	Galnt3	UND	LE	LE	HE	HE	UND
ENSMUSG00000026999	Nup35	UND	UND	UND	HE	HE	HE
ENSMUSG00000027001	Dusp19	UND	UND	UND	HE	HE	HE
ENSMUSG00000027002	Nckap1	UND	UND	UND	HE	HE	HE
ENSMUSG00000027004	Frzb	NE	LE	LE	LE	LE	NE
ENSMUSG00000027006	Dnajc10	HE	HE	HE	HE	HE	HE
ENSMUSG00000027007	Ssfa2	HE	HE	UND	HE	HE	HE
ENSMUSG00000027009	Itga4	UND	HE	HE	HE	UND	HE
ENSMUSG00000027010	Slc25a12	HE	HE	HE	HE	HE	HE
ENSMUSG00000027011	Ube2e3	HE	HE	HE	HE	HE	HE
ENSMUSG00000027012	Dync1i2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027014	Cwc22	HE	HE	HE	HE	HE	HE
ENSMUSG00000027015	Cybrd1	LE	UND	UND	LE	UND	UND
ENSMUSG00000027016	Zfp385b	LE	LE	LE	LE	LE	LE
ENSMUSG00000027018	Hat1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027022	Xirp2	NE	LE	NE	NE	LE	NE
ENSMUSG00000027030	Stk39	HE	HE	HE	HE	HE	HE
ENSMUSG00000027035	Cers6	UND	HE	UND	UND	HE	UND
ENSMUSG00000027048	Abcb11	UND	LE	LE	NE	LE	NE
ENSMUSG00000027067	Ssrp1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027068	Dhrs9	UND	LE	NE	LE	UND	LE
ENSMUSG00000027070	Lrp2	LE	LE	LE	NE	LE	NE
ENSMUSG00000027071	P2rx3	LE	LE	UND	HE	UND	LE
ENSMUSG00000027072	Prg3	NE	NE	LE	LE	LE	NE
ENSMUSG00000027073	Prg2	UND	NE	UND	LE	LE	LE
ENSMUSG00000027074	Slc43a3	HE	UND	HE	HE	HE	HE
ENSMUSG00000027075	Slc43a1	UND	UND	UND	LE	UND	LE
ENSMUSG00000027076	Timm10	HE	HE	HE	HE	HE	HE
ENSMUSG00000027077	Smtnl1	LE	NE	NE	NE	LE	NE
ENSMUSG00000027078	Ube2l6	UND	UND	HE	HE	UND	UND
ENSMUSG00000027079	Clp1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027080	Med19	HE	HE	UND	HE	HE	HE
ENSMUSG00000027082	Tfpi	UND	UND	UND	UND	HE	UND
ENSMUSG00000027086	Fastkd1	UND	UND	UND	UND	HE	UND
ENSMUSG00000027087	Itgav	HE	HE	HE	HE	HE	HE
ENSMUSG00000027088	Phospho2	HE	HE	UND	HE	HE	HE
ENSMUSG00000027091	Zc3h15	HE	HE	HE	HE	HE	HE
ENSMUSG00000027099	Mtx2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027102	Hoxd8	LE	LE	LE	NE	LE	LE
ENSMUSG00000027104	Atf2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027107	Chrna1	NE	LE	LE	NE	LE	NE
ENSMUSG00000027108	Ola1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027109	Sp3	HE	HE	HE	HE	HE	HE
ENSMUSG00000027111	Itga6	HE	HE	HE	HE	HE	HE
ENSMUSG00000027115	Kif18a	UND	UND	UND	HE	HE	UND
ENSMUSG00000027120	Fshb	NE	NE	NE	NE	NE	NE
ENSMUSG00000027122	Arl14ep	HE	HE	UND	HE	HE	HE
ENSMUSG00000027130	Slc12a6	HE	HE	HE	HE	HE	HE
ENSMUSG00000027131	Emc4	HE	HE	HE	HE	HE	HE
ENSMUSG00000027132	Katnbl1	HE	HE	UND	HE	HE	HE
ENSMUSG00000027133	Nop10	HE	HE	HE	HE	HE	HE
ENSMUSG00000027134	Lpcat4	HE	HE	HE	HE	HE	HE
ENSMUSG00000027157	4930430A15Rik	NE	NE	NE	NE	LE	NE
ENSMUSG00000027160	Ccdc34	HE	UND	UND	HE	HE	UND
ENSMUSG00000027162	Lin7c	HE	HE	HE	HE	HE	HE
ENSMUSG00000027163	Commd9	HE	HE	HE	HE	HE	HE
ENSMUSG00000027164	Traf6	HE	HE	HE	HE	HE	HE
ENSMUSG00000027165	B230118H07Rik	UND	LE	UND	UND	UND	UND
ENSMUSG00000027166	Dnajc24	HE	HE	HE	HE	HE	HE
ENSMUSG00000027167	Elp4	UND	UND	UND	UND	HE	UND
ENSMUSG00000027168	Pax6	LE	UND	LE	LE	UND	LE
ENSMUSG00000027170	Eif3m	HE	HE	HE	HE	HE	HE
ENSMUSG00000027171	Prrg4	UND	UND	UND	HE	HE	HE
ENSMUSG00000027173	Depdc7	UND	UND	LE	LE	UND	UND
ENSMUSG00000027175	Tcp11l1	LE	LE	UND	UND	UND	UND
ENSMUSG00000027176	Cstf3	HE	HE	HE	HE	HE	HE
ENSMUSG00000027177	Hipk3	HE	HE	HE	HE	HE	HE
ENSMUSG00000027180	Fbxo3	HE	HE	HE	HE	HE	HE
ENSMUSG00000027184	Caprin1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027185	Nat10	HE	HE	HE	HE	HE	HE
ENSMUSG00000027186	Elf5	NE	UND	LE	NE	LE	NE
ENSMUSG00000027187	Cat	HE	HE	HE	HE	HE	HE
ENSMUSG00000027188	Pamr1	LE	LE	NE	NE	LE	NE
ENSMUSG00000027189	Trim44	HE	HE	HE	HE	HE	HE
ENSMUSG00000027193	Api5	HE	HE	HE	HE	HE	HE
ENSMUSG00000027194	Ttc17	HE	HE	HE	HE	HE	HE
ENSMUSG00000027195	Hsd17b12	HE	HE	HE	HE	HE	HE
ENSMUSG00000027196	4921507L20Rik	LE	UND	UND	UND	UND	UND
ENSMUSG00000027198	Ext2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027199	Gatm	HE	LE	UND	HE	HE	UND
ENSMUSG00000027200	Sema6d	UND	LE	UND	UND	HE	NE
ENSMUSG00000027201	Myef2	UND	HE	UND	HE	HE	HE
ENSMUSG00000027202	Slc12a1	NE	NE	LE	NE	UND	LE
ENSMUSG00000027203	Dut	HE	HE	HE	HE	HE	HE
ENSMUSG00000027204	Fbn1	LE	LE	LE	LE	LE	NE
ENSMUSG00000027206	Cops2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027207	Galk2	HE	HE	UND	HE	HE	HE
ENSMUSG00000027208	Fgf7	NE	UND	UND	NE	UND	LE
ENSMUSG00000027209	Fam227b	NE	LE	LE	NE	UND	LE
ENSMUSG00000027210	Meis2	NE	UND	LE	LE	UND	LE
ENSMUSG00000027215	Cd82	HE	HE	HE	HE	HE	HE
ENSMUSG00000027217	Tspan18	NE	UND	UND	LE	UND	UND
ENSMUSG00000027219	Slc28a2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027220	Syt13	LE	UND	LE	LE	UND	NE
ENSMUSG00000027221	Chst1	NE	NE	UND	NE	LE	NE
ENSMUSG00000027222	Pex16	HE	HE	HE	HE	HE	HE
ENSMUSG00000027223	Mapk8ip1	UND	UND	UND	UND	UND	UND
ENSMUSG00000027224	Duoxa1	NE	UND	NE	LE	LE	LE
ENSMUSG00000027225	Duoxa2	LE	NE	NE	NE	LE	NE
ENSMUSG00000027227	Sord	UND	UND	UND	HE	HE	HE
ENSMUSG00000027229	4933406J08Rik	NE	NE	NE	NE	LE	NE
ENSMUSG00000027230	Creb3l1	UND	LE	UND	UND	UND	UND
ENSMUSG00000027233	Patl2	LE	UND	UND	UND	UND	UND
ENSMUSG00000027236	Eif3j1	HE	HE	UND	HE	HE	HE
ENSMUSG00000027238	Frmd5	UND	UND	UND	LE	UND	LE
ENSMUSG00000027239	Mdk	HE	HE	HE	UND	HE	HE
ENSMUSG00000027242	Wdr76	UND	HE	UND	HE	HE	HE
ENSMUSG00000027243	Harbi1	UND	UND	UND	UND	HE	UND
ENSMUSG00000027244	Atg13	HE	HE	HE	HE	HE	HE
ENSMUSG00000027245	Hypk	UND	UND	UND	UND	UND	UND
ENSMUSG00000027246	Ell3	UND	LE	NE	LE	LE	LE
ENSMUSG00000027247	Arhgap1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027248	Pdia3	HE	HE	HE	HE	HE	HE
ENSMUSG00000027249	F2	NE	UND	UND	LE	UND	LE
ENSMUSG00000027253	Lrp4	LE	LE	LE	UND	UND	UND
ENSMUSG00000027254	Map1a	LE	LE	LE	UND	UND	LE
ENSMUSG00000027255	Arfgap2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027257	Pacsin3	UND	UND	UND	UND	UND	UND
ENSMUSG00000027259	Adal	HE	UND	UND	UND	HE	HE
ENSMUSG00000027261	Hao1	NE	LE	NE	LE	UND	LE
ENSMUSG00000027263	Tubgcp4	HE	HE	HE	HE	HE	HE
ENSMUSG00000027270	Lamp5	NE	NE	NE	NE	NE	NE
ENSMUSG00000027272	Ubr1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027273	Snap25	LE	LE	LE	NE	LE	NE
ENSMUSG00000027274	Mkks	HE	UND	UND	HE	HE	HE
ENSMUSG00000027276	Jag1	LE	LE	UND	LE	UND	UND
ENSMUSG00000027281	Slx4ip	UND	UND	UND	HE	HE	UND
ENSMUSG00000027282	Mtch2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027284	Cdan1	HE	HE	UND	HE	HE	HE
ENSMUSG00000027285	Haus2	HE	UND	HE	HE	HE	HE
ENSMUSG00000027286	Lrrc57	HE	HE	HE	HE	HE	HE
ENSMUSG00000027287	Snap23	HE	HE	HE	HE	HE	HE
ENSMUSG00000027288	Zfp106	HE	HE	HE	HE	HE	HE
ENSMUSG00000027291	Vps39	HE	HE	HE	HE	HE	HE
ENSMUSG00000027293	Ehd4	HE	HE	UND	HE	HE	HE
ENSMUSG00000027296	Itpka	HE	UND	UND	UND	UND	LE
ENSMUSG00000027297	Ltk	LE	LE	LE	UND	UND	LE
ENSMUSG00000027298	Tyro3	HE	UND	UND	HE	HE	HE
ENSMUSG00000027300	Ubox5	UND	UND	UND	HE	HE	HE
ENSMUSG00000027301	Oxt	NE	UND	UND	LE	LE	UND
ENSMUSG00000027303	Ptpra	HE	HE	HE	HE	HE	HE
ENSMUSG00000027304	Rtf1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027305	Ndufaf1	HE	UND	UND	HE	HE	HE
ENSMUSG00000027306	Nusap1	HE	UND	UND	HE	HE	HE
ENSMUSG00000027309	4930402H24Rik	HE	HE	UND	HE	HE	HE
ENSMUSG00000027312	Atrn	UND	HE	HE	HE	HE	HE
ENSMUSG00000027313	Chac1	UND	LE	LE	UND	UND	UND
ENSMUSG00000027314	Dll4	LE	UND	LE	LE	LE	LE
ENSMUSG00000027315	Spint1	UND	LE	LE	NE	UND	LE
ENSMUSG00000027316	Gfra4	UND	UND	UND	LE	UND	LE
ENSMUSG00000027317	Ppp1r14d	NE	LE	LE	NE	UND	NE
ENSMUSG00000027318	Adam33	LE	UND	LE	LE	LE	LE
ENSMUSG00000027322	Siglec1	NE	UND	LE	LE	LE	LE
ENSMUSG00000027323	Rad51	HE	UND	UND	HE	HE	HE
ENSMUSG00000027324	Rpusd2	UND	HE	UND	UND	HE	UND
ENSMUSG00000027326	Casc5	UND	UND	UND	HE	HE	HE
ENSMUSG00000027327	1700037H04Rik	HE	HE	HE	HE	HE	HE
ENSMUSG00000027329	Spef1	UND	UND	UND	UND	UND	UND
ENSMUSG00000027330	Cdc25b	HE	HE	HE	HE	HE	HE
ENSMUSG00000027331	Knstrn	HE	UND	UND	HE	HE	HE
ENSMUSG00000027332	Ivd	HE	HE	HE	HE	HE	HE
ENSMUSG00000027333	Smox	HE	HE	HE	HE	HE	HE
ENSMUSG00000027335	Adra1d	NE	LE	LE	NE	LE	NE
ENSMUSG00000027338	Prnd	UND	UND	LE	UND	UND	UND
ENSMUSG00000027339	Rassf2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027340	Slc23a2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027341	Tmem230	HE	UND	HE	HE	HE	HE
ENSMUSG00000027342	Pcna	HE	HE	HE	HE	HE	HE
ENSMUSG00000027344	Fsip1	LE	LE	LE	LE	UND	LE
ENSMUSG00000027345	4921508D12Rik	NE	LE	NE	NE	NE	NE
ENSMUSG00000027346	Gpcpd1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027347	Rasgrp1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027349	Fam98b	HE	HE	HE	HE	HE	HE
ENSMUSG00000027350	Chgb	LE	LE	NE	LE	LE	LE
ENSMUSG00000027351	Spred1	UND	UND	UND	HE	HE	UND
ENSMUSG00000027353	Mcm8	UND	UND	UND	HE	HE	UND
ENSMUSG00000027355	Tmco5	NE	NE	NE	NE	NE	NE
ENSMUSG00000027356	Fermt1	UND	LE	LE	NE	UND	NE
ENSMUSG00000027357	Crls1	HE	HE	UND	HE	HE	HE
ENSMUSG00000027358	Bmp2	LE	LE	UND	NE	LE	LE
ENSMUSG00000027359	Slc27a2	LE	LE	LE	LE	LE	NE
ENSMUSG00000027360	Hdc	LE	UND	UND	UND	UND	UND
ENSMUSG00000027361	Gabpb1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027363	Usp8	HE	HE	HE	HE	HE	HE
ENSMUSG00000027364	Usp50	NE	UND	UND	LE	UND	LE
ENSMUSG00000027365	Trpm7	HE	HE	HE	HE	HE	HE
ENSMUSG00000027366	Sppl2a	HE	HE	HE	HE	HE	HE
ENSMUSG00000027367	Stard7	HE	HE	HE	HE	HE	HE
ENSMUSG00000027368	Dusp2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027371	Fahd2a	HE	HE	HE	HE	HE	HE
ENSMUSG00000027374	Mrps5	HE	HE	HE	HE	HE	HE
ENSMUSG00000027375	Mal	NE	NE	NE	NE	NE	LE
ENSMUSG00000027376	Prom2	NE	LE	NE	NE	LE	LE
ENSMUSG00000027377	Mall	NE	LE	NE	LE	LE	NE
ENSMUSG00000027378	Nphp1	UND	LE	UND	UND	HE	UND
ENSMUSG00000027379	Bub1	HE	LE	UND	HE	HE	HE
ENSMUSG00000027380	Acoxl	LE	UND	UND	UND	LE	UND
ENSMUSG00000027381	Bcl2l11	HE	HE	HE	HE	HE	HE
ENSMUSG00000027384	Ndufaf5	HE	HE	HE	HE	HE	HE
ENSMUSG00000027386	Fbln7	NE	LE	LE	NE	LE	NE
ENSMUSG00000027387	Zc3h8	HE	HE	UND	UND	HE	UND
ENSMUSG00000027394	Ttl	UND	HE	UND	UND	HE	UND
ENSMUSG00000027395	Polr1b	HE	HE	HE	HE	HE	HE
ENSMUSG00000027397	Slc20a1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027398	Il1b	NE	LE	UND	NE	LE	LE
ENSMUSG00000027399	Il1a	UND	LE	LE	LE	UND	LE
ENSMUSG00000027400	Pdyn	NE	LE	NE	NE	NE	NE
ENSMUSG00000027401	Tgm3	NE	NE	LE	NE	LE	NE
ENSMUSG00000027403	Tgm6	NE	LE	LE	NE	LE	NE
ENSMUSG00000027404	Snrpb	HE	HE	HE	HE	HE	HE
ENSMUSG00000027405	Nop56	HE	HE	HE	HE	HE	HE
ENSMUSG00000027406	Idh3b	HE	HE	HE	HE	HE	HE
ENSMUSG00000027408	Cpxm1	UND	UND	UND	LE	UND	UND
ENSMUSG00000027409	1700020A23Rik	NE	UND	UND	LE	UND	UND
ENSMUSG00000027411	Vps16	HE	HE	HE	HE	HE	HE
ENSMUSG00000027412	Lpin3	LE	UND	UND	LE	LE	UND
ENSMUSG00000027416	Otor	NE	NE	LE	LE	LE	LE
ENSMUSG00000027419	Pcsk2	LE	LE	NE	NE	LE	NE
ENSMUSG00000027420	Bfsp1	NE	LE	NE	LE	LE	LE
ENSMUSG00000027422	Rrbp1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027423	Snx5	HE	HE	HE	HE	HE	HE
ENSMUSG00000027424	Mgme1	HE	UND	UND	HE	HE	UND
ENSMUSG00000027425	Csrp2bp	HE	HE	HE	HE	HE	HE
ENSMUSG00000027427	Polr3f	HE	HE	UND	HE	HE	HE
ENSMUSG00000027428	Rbbp9	UND	UND	UND	HE	HE	UND
ENSMUSG00000027429	Sec23b	HE	HE	HE	HE	HE	HE
ENSMUSG00000027430	Dtd1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027431	Scp2d1	NE	NE	NE	NE	LE	NE
ENSMUSG00000027433	Xrn2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027434	Nkx2-2	NE	UND	NE	NE	NE	NE
ENSMUSG00000027435	Cd93	NE	LE	UND	HE	LE	UND
ENSMUSG00000027438	Napb	UND	UND	UND	UND	UND	UND
ENSMUSG00000027439	Gzf1	HE	UND	UND	HE	HE	HE
ENSMUSG00000027442	Cst8	NE	NE	NE	NE	LE	NE
ENSMUSG00000027443	Cst12	NE	NE	NE	NE	NE	NE
ENSMUSG00000027444	8030411F24Rik	NE	NE	NE	NE	NE	NE
ENSMUSG00000027445	Cst9	NE	NE	NE	NE	LE	NE
ENSMUSG00000027446	9230104L09Rik	NE	LE	NE	NE	LE	NE
ENSMUSG00000027447	Cst3	HE	HE	HE	HE	HE	HE
ENSMUSG00000027452	Acss1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027454	Gins1	HE	UND	UND	HE	HE	UND
ENSMUSG00000027455	Nsfl1c	HE	HE	HE	HE	HE	HE
ENSMUSG00000027456	Sdcbp2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027457	Snph	LE	UND	UND	UND	UND	LE
ENSMUSG00000027459	Fam110a	HE	HE	HE	HE	HE	HE
ENSMUSG00000027460	Angpt4	LE	UND	UND	LE	UND	LE
ENSMUSG00000027463	Slc52a3	LE	UND	UND	HE	UND	HE
ENSMUSG00000027465	Tbc1d20	HE	HE	HE	HE	HE	HE
ENSMUSG00000027466	Rbck1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027468	Defb22	NE	NE	NE	NE	NE	NE
ENSMUSG00000027469	Tpx2	HE	LE	UND	HE	HE	HE
ENSMUSG00000027470	Mylk2	NE	UND	LE	LE	LE	NE
ENSMUSG00000027472	Pdrg1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027474	Ccm2l	UND	LE	NE	NE	LE	NE
ENSMUSG00000027475	Kif3b	HE	HE	HE	HE	HE	HE
ENSMUSG00000027478	Dnmt3b	HE	UND	UND	HE	HE	UND
ENSMUSG00000027479	Mapre1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027480	Sun5	NE	LE	LE	NE	NE	NE
ENSMUSG00000027481	Bpifb2	NE	LE	NE	NE	NE	NE
ENSMUSG00000027482	Bpifa3	NE	LE	NE	NE	LE	NE
ENSMUSG00000027483	Bpifa1	NE	NE	NE	NE	LE	NE
ENSMUSG00000027484	Bpifa5	NE	LE	NE	NE	LE	NE
ENSMUSG00000027485	Bpifb1	NE	LE	LE	NE	LE	NE
ENSMUSG00000027487	Cdk5rap1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027488	Snta1	UND	LE	NE	LE	UND	NE
ENSMUSG00000027489	Necab3	UND	UND	UND	UND	UND	UND
ENSMUSG00000027490	E2f1	HE	UND	HE	HE	HE	HE
ENSMUSG00000027495	Fam210b	HE	UND	UND	HE	HE	HE
ENSMUSG00000027496	Aurka	HE	UND	HE	HE	HE	HE
ENSMUSG00000027498	Cstf1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027499	Pkia	NE	LE	LE	LE	LE	LE
ENSMUSG00000027500	Stmn2	UND	LE	LE	LE	UND	LE
ENSMUSG00000027502	Rtfdc1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027505	Fam209	UND	HE	UND	UND	UND	UND
ENSMUSG00000027506	Tpd52	HE	HE	UND	HE	HE	HE
ENSMUSG00000027508	Pag1	UND	HE	HE	HE	HE	HE
ENSMUSG00000027509	Rae1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027510	Rbm38	HE	HE	HE	HE	HE	HE
ENSMUSG00000027513	Pck1	UND	LE	UND	NE	LE	LE
ENSMUSG00000027514	Zbp1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027517	Ankrd60	NE	UND	UND	NE	LE	LE
ENSMUSG00000027518	1700021F07Rik	NE	LE	NE	NE	NE	NE
ENSMUSG00000027519	Rab22a	HE	HE	HE	HE	HE	HE
ENSMUSG00000027520	Zdbf2	UND	LE	LE	LE	LE	LE
ENSMUSG00000027522	Stx16	HE	HE	HE	HE	HE	HE
ENSMUSG00000027523	Gnas	HE	HE	HE	HE	HE	HE
ENSMUSG00000027524	Edn3	LE	NE	LE	NE	NE	NE
ENSMUSG00000027525	Phactr3	NE	LE	LE	NE	LE	NE
ENSMUSG00000027528	Fabp9	NE	NE	NE	NE	NE	NE
ENSMUSG00000027530	Fabp12	NE	NE	LE	NE	LE	LE
ENSMUSG00000027531	Impa1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027533	Fabp5	HE	UND	UND	HE	HE	HE
ENSMUSG00000027534	Snx16	UND	UND	UND	UND	HE	UND
ENSMUSG00000027536	Chmp4c	LE	UND	UND	LE	UND	LE
ENSMUSG00000027540	Ptpn1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027544	Nfatc2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027546	Atp9a	HE	UND	HE	HE	HE	HE
ENSMUSG00000027547	Sall4	NE	LE	NE	NE	LE	LE
ENSMUSG00000027550	Lrrcc1	HE	UND	UND	HE	HE	HE
ENSMUSG00000027551	Zfp64	HE	HE	HE	HE	HE	HE
ENSMUSG00000027552	E2f5	HE	HE	UND	HE	HE	UND
ENSMUSG00000027555	Car13	UND	LE	UND	UND	HE	UND
ENSMUSG00000027556	Car1	NE	LE	UND	NE	NE	NE
ENSMUSG00000027559	Car3	NE	NE	LE	NE	LE	NE
ENSMUSG00000027560	Dok5	NE	LE	NE	NE	LE	NE
ENSMUSG00000027562	Car2	HE	UND	HE	UND	UND	HE
ENSMUSG00000027564	Cypt12	NE	NE	NE	NE	NE	NE
ENSMUSG00000027566	Psma7	HE	HE	HE	HE	HE	HE
ENSMUSG00000027568	Ntsr1	NE	NE	NE	NE	NE	NE
ENSMUSG00000027569	Mrgbp	HE	HE	HE	HE	HE	HE
ENSMUSG00000027570	Col9a3	UND	HE	UND	UND	UND	UND
ENSMUSG00000027573	Gid8	HE	HE	HE	HE	HE	HE
ENSMUSG00000027574	Nkain4	NE	LE	NE	NE	NE	NE
ENSMUSG00000027575	Arfgap1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027577	Chrna4	NE	LE	LE	NE	LE	NE
ENSMUSG00000027579	Srms	NE	UND	UND	UND	LE	UND
ENSMUSG00000027580	Helz2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027581	Stmn3	NE	UND	UND	LE	UND	LE
ENSMUSG00000027582	Zgpat	HE	HE	HE	HE	HE	HE
ENSMUSG00000027583	Zbtb46	UND	UND	UND	LE	UND	LE
ENSMUSG00000027584	Oprl1	NE	UND	LE	LE	LE	LE
ENSMUSG00000027589	Pcmtd2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027593	Raly	HE	HE	HE	HE	HE	HE
ENSMUSG00000027596	a	UND	UND	UND	HE	HE	UND
ENSMUSG00000027597	Ahcy	HE	HE	UND	HE	HE	HE
ENSMUSG00000027598	Itch	HE	HE	HE	HE	HE	HE
ENSMUSG00000027599	Armc1	HE	HE	UND	HE	HE	HE
ENSMUSG00000027601	Mtfr1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027602	Map1lc3a	HE	HE	HE	HE	HE	HE
ENSMUSG00000027603	Ggt7	HE	HE	HE	HE	HE	HE
ENSMUSG00000027605	Acss2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027606	Dnajc5b	NE	NE	NE	LE	LE	NE
ENSMUSG00000027610	Gss	HE	HE	UND	HE	HE	UND
ENSMUSG00000027611	Procr	UND	LE	UND	UND	HE	LE
ENSMUSG00000027612	Mmp24	LE	UND	LE	LE	UND	LE
ENSMUSG00000027613	Eif6	HE	HE	HE	HE	HE	HE
ENSMUSG00000027615	Hps3	HE	HE	HE	HE	HE	HE
ENSMUSG00000027618	Nfs1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027620	Rbm39	HE	HE	HE	HE	HE	HE
ENSMUSG00000027624	Epb4.1l1	UND	HE	UND	UND	UND	UND
ENSMUSG00000027628	Aar2	HE	HE	UND	HE	HE	HE
ENSMUSG00000027630	Tbl1xr1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027634	Ndrg3	HE	HE	HE	HE	HE	HE
ENSMUSG00000027635	Dsn1	HE	UND	UND	HE	HE	HE
ENSMUSG00000027636	Sla2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027637	1110008F13Rik	HE	HE	HE	HE	HE	HE
ENSMUSG00000027639	Samhd1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027641	Rbl1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027642	Rpn2	HE	HE	HE	HE	HE	HE
ENSMUSG00000027643	Ghrh	NE	UND	UND	LE	UND	LE
ENSMUSG00000027646	Src	HE	UND	HE	LE	HE	UND
ENSMUSG00000027649	Ctnnbl1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027650	Tti1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027651	Rprd1b	HE	HE	HE	HE	HE	HE
ENSMUSG00000027652	Ralgapb	HE	HE	HE	HE	HE	HE
ENSMUSG00000027654	Fam83d	HE	HE	UND	HE	HE	UND
ENSMUSG00000027655	Dhx35	HE	HE	HE	HE	HE	HE
ENSMUSG00000027656	Wisp2	NE	LE	NE	NE	LE	NE
ENSMUSG00000027660	Skil	HE	HE	HE	HE	HE	HE
ENSMUSG00000027661	Slc2a10	NE	LE	LE	LE	LE	LE
ENSMUSG00000027663	Zmat3	HE	HE	UND	HE	HE	HE
ENSMUSG00000027665	Pik3ca	HE	HE	HE	HE	HE	HE
ENSMUSG00000027667	Zfp639	HE	HE	HE	HE	HE	HE
ENSMUSG00000027668	Mfn1	HE	HE	HE	HE	HE	HE
ENSMUSG00000027669	Gnb4	HE	UND	UND	HE	HE	UND
ENSMUSG00000027670	Ocstamp	NE	LE	LE	LE	LE	NE
