Associated.Gene.Name	iTreg	naive	nTreg	Th1	Th17	Th2
ENSMUSG00000000385	Tmprss2	0	1.23001735810523	4.83425653834317	0.270891922541142	0.159460580164582	0
ENSMUSG00000000386	Mx1	0.679381627282648	16.5080024253163	120.645968865071	95.1165115340936	6.65779192565466	64.3941704235187
ENSMUSG00000000392	Fap	4.8127802058286	13.439754106588	16.1592437403985	1.51429132295935	2.20845734407609	0.81774194541563
ENSMUSG00000000394	Gcg	0	0.218677839385943	1.39416873958246	0.422096916219932	2.09417376783274	0
ENSMUSG00000000399	Ndufa9	1462.49949962532	757.835664500937	1230.54118136878	1950.4692818731	1268.1015843168	1572.41220784708
ENSMUSG00000000402	Egfl6	0	0.410298805272004	2.26922930225917	0	0.189164975636656	0.433518150426518
ENSMUSG00000000409	Lck	14154.7402022172	7776.11058643001	14507.0429917687	11858.6322812994	5786.20170079993	8962.69110697089
ENSMUSG00000000411	Tssk3	3.89273287872043	56.7159010515716	61.3211724371947	1.28809364080299	6.03946237728024	2.82002820700418
ENSMUSG00000000416	Cttnbp2	0	0.429415484231471	0.525365767311998	0.0777716248682958	0.0216554654581506	0
ENSMUSG00000000420	Galnt1	628.410346958654	436.187455066826	518.359882369755	1355.50860505979	1299.11768808117	1393.42690456605
ENSMUSG00000000435	Myf5	0	0.114220590135337	0.744667512236522	0	0	0
ENSMUSG00000000439	Mkrn2	296.624067367017	429.387433106542	338.240340516225	254.047874146213	204.343048852536	252.375249886121
ENSMUSG00000000440	Pparg	1.23839892749153	1.92113293925606	25.4879401198406	9.28401845930187	2.59582083319677	67.0104927167719
ENSMUSG00000000441	Raf1	954.260743257994	1767.18416439018	1516.00837361782	792.040150120647	1243.34459938649	1077.13334992937
ENSMUSG00000000486	Sept1	9225.64787178198	11198.6994262563	13861.7685678118	8789.88254340205	3825.23900271558	10512.3949302679
ENSMUSG00000000489	Pdgfb	2669.10715391748	2.68849101864716	65.0225706929579	306.971299747018	1111.62136564388	16.2234331278543
ENSMUSG00000000530	Acvrl1	90.7760678484556	170.935675103024	65.3920323037466	453.806604131548	111.358106001691	244.825016101547
ENSMUSG00000000531	Grasp	286.352406442988	201.713366878615	257.179864634955	85.6753629854189	44.2338552649839	189.111057897588
ENSMUSG00000000532	Acvr1b	184.068777053117	723.219870054269	317.763324255158	318.707338671156	224.874807954571	289.718724229484
ENSMUSG00000000538	Tom1l2	276.449179222578	446.075179107259	637.628437145063	106.348346013903	115.409106390987	171.002417634949
ENSMUSG00000000544	Gpa33	1.52399390878182	0.0946009897621893	0.616756432599871	0	0.200292633296188	0
ENSMUSG00000000552	Zfp385a	35.4854176550123	15.2859448673818	35.5997812030832	45.7607594510023	56.450090851989	35.5528756711372
ENSMUSG00000000555	Itga5	198.134129326181	84.3119113922193	196.305622500964	84.0624956650376	120.615528037234	63.662574080996
ENSMUSG00000000560	Gabra2	0	0	0.648470914710985	0	0.21059196184779	0
ENSMUSG00000000561	Wdr77	314.695948830934	201.945533938778	288.104939674384	187.45549397927	467.445651582495	222.910653547473
ENSMUSG00000000562	Adora3	0	0.40155525612136	2.60349488296698	103.081100960022	2.50971334804852	13.4823071204221
ENSMUSG00000000563	Atp5f1	1980.04395221188	482.970733540185	684.965455275307	3241.39692109448	2085.03318924738	2285.55509577234
ENSMUSG00000000567	Sox9	1.11231284563568	0.728305057530992	0	0	0.369223739052709	0
ENSMUSG00000000568	Hnrnpd	1005.82544236854	1008.24853537004	729.919099808699	1657.0404373472	2014.23694074529	1221.53725710609
ENSMUSG00000000579	Dynlt1c	2.35867364959155	4.41391417454696	7.55199511791851	28.7969732653691	5.41067485419678	14.9040833728891
ENSMUSG00000000581	C1d	555.636104551017	126.189277563374	222.780879344684	415.598460557439	383.957588559178	489.697269375167
ENSMUSG00000000594	Gm2a	281.412932623857	242.397927138305	767.434591317428	2892.96467400075	565.267040397734	3892.82724683052
ENSMUSG00000000600	Krit1	389.011727667971	273.233801135389	303.821075433772	260.130216746934	341.193912154237	328.311787054138
ENSMUSG00000000605	Clcn4-2	669.080219404291	370.891790414872	539.713746195774	505.202087637995	579.386461156815	919.549798257845
ENSMUSG00000000606	Vmn2r88	0	0	0	0	0.305250272903699	0
ENSMUSG00000000617	Grm6	0.995465756025915	29.2673844602724	19.1623773226237	5.22016219358078	7.67114103321942	0.465514944663388
ENSMUSG00000000627	Sema4f	127.252162207673	167.402504878565	114.58527227444	676.1461119103	179.013271700294	1491.03383843673
ENSMUSG00000000628	Hk2	10.4980871897066	18.4602916294452	111.320641847869	420.612859917393	408.056933797307	66.4864543114206
ENSMUSG00000000631	Myo18a	319.389049936832	738.476374092097	918.058723843262	353.747821442356	94.611786456703	411.856071757137
ENSMUSG00000000632	Sez6	0.434123618785495	1.31449929032444	0.342945484852681	0	0.113089120964298	0.0932397337651076
ENSMUSG00000000673	Haao	171.866518814501	75.3563501926239	86.6871102069427	113.462522746274	18.7025414782771	30.2543262172896
ENSMUSG00000000682	Cd52	40306.0523675146	5941.22255251284	21065.0896751338	29725.5105707256	18637.6809603355	36142.8057333276
ENSMUSG00000000686	Abhd15	190.789938418458	21.8509156236626	7.49779508937455	58.0198020390562	103.501468373937	33.8666164589071
ENSMUSG00000000690	Hoxb6	4.02715764451622	3.19048208178038	0	0	0.387098379103299	0
ENSMUSG00000000693	Loxl3	2.06915009389055	1.87710313867373	24.3606489699605	3.00493826217121	4.09055082608249	0.873269191979065
ENSMUSG00000000701	Tcl1b5	0	0	0	0	0	0
ENSMUSG00000000706	Btn1a1	0	0.208520148336465	1.34944213983145	0	0.261504138098936	0.114152602858439
ENSMUSG00000000708	Kat2b	296.248748463377	443.304523260746	532.526374080898	414.041859853219	442.594997158411	449.565587045234
ENSMUSG00000000711	Rab5b	236.803250953793	225.7000361486	336.651254786215	1056.503429796	474.405848724742	970.487847070846
ENSMUSG00000000724	Cryba1	0	9.96224286799304	41.5547099774628	0.333508674544144	30.369195945771	1.50881454093156
ENSMUSG00000000730	Dnmt3l	0	0.261165191275418	0	1.44345667195912	0.280736604896552	5.38505489424725
ENSMUSG00000000731	Aire	0.387678153801713	2.67243922447625	17.038519951615	6.03774913791966	0.342291998267509	39.0341145966066
ENSMUSG00000000732	Icosl	13.6416285633819	92.5392900699414	269.884231285346	257.867267696606	5.98114218943413	1095.45514144171
ENSMUSG00000000738	Spg7	788.700452498025	853.273768349479	815.541241968097	610.437208062084	504.434833658604	535.172578910278
ENSMUSG00000000739	Sult5a1	0	0.206888251523397	4.01664386490702	2.1232801192593	0	8.68301015935383
ENSMUSG00000000740	Rpl13	1630.94870444598	2349.51622396921	1247.60757667494	1149.68401378037	1690.20599226293	1531.54154169823
ENSMUSG00000000743	Chmp1a	2022.32247628598	725.472950607178	1273.28409705622	2490.85245088979	877.066645014448	2714.35696267235
ENSMUSG00000000751	Rpa1	1216.29460009812	1525.89712907781	712.109220274233	1974.77414303915	1259.14222346492	988.260258736453
ENSMUSG00000000753	Serpinf1	79.5793964108621	45.2952532666764	36.9550640842437	87.1100714704076	298.893911705654	520.30325066145
ENSMUSG00000000759	Tubgcp3	409.952789949658	769.788883533185	611.008888621251	270.178549493708	519.221647573575	339.909466957061
ENSMUSG00000000766	Oprm1	3.20658137856192	73.8641086412243	81.2788187847565	1.06084411153818	8.2750875727368	0.645858445594108
ENSMUSG00000000776	Polr3d	280.264865571271	518.789637607005	338.158875555574	98.2278153715367	314.385839445694	223.782126119446
ENSMUSG00000000782	Tcf7	6346.35717675473	22123.2474153041	5936.64984076856	7235.07236350886	6411.1544621474	9504.74798493746
ENSMUSG00000000787	Ddx3x	1478.92551807118	1938.73452603853	2919.07447928609	3383.23852837064	3370.87869157872	3328.87994403226
ENSMUSG00000000791	Il12rb1	303.428635204994	15.1206315587099	695.954589584264	1444.29130236152	599.22000337575	1949.86648236554
ENSMUSG00000000792	Slc5a5	0	14.805733342462	2.09562706055628	0.584527037778325	2.24979448515263	0
ENSMUSG00000000794	Kcnn3	0	1.09981288713548	0	0	0.088679281227725	0.146228611587927
ENSMUSG00000000804	Usp32	265.807778248107	331.148716135572	307.625624021553	311.729717375984	274.493253076046	237.076915435174
ENSMUSG00000000805	Car4	6.29083065170448	2.27313524762968	0	0	0	0
ENSMUSG00000000811	Txnrd3	44.4719224632174	99.5639836108903	49.7146549396369	11.1495132496921	23.9738667116324	13.0076981101181
ENSMUSG00000000817	Fasl	185.613492658872	298.0358209657	73.5587508014787	724.060612129057	4.45368185335905	79.9161418173204
ENSMUSG00000000823	Znf512b	171.67409130582	993.502034590669	587.202691992415	241.623206765702	339.753513006769	578.647050624349
ENSMUSG00000000826	Dnajc5	615.035565041029	1970.30581856332	985.846590283182	898.637221833994	868.871076087986	878.837937422147
ENSMUSG00000000827	Tpd52l2	458.603423644689	615.814097600964	442.626790743894	286.848372499579	539.304280274476	280.540611517279
ENSMUSG00000000838	Fmr1	497.573691402419	594.217655609075	443.07691977873	639.803678852053	1020.77330771276	505.508914148524
ENSMUSG00000000861	Bcl11a	1.85594415990987	2.01202221795006	9.47989760022838	0	1.71392952903348	0
ENSMUSG00000000869	Il4	12.03703288118	12.3150607624673	38.0613694951561	75.5180045411056	78.1586212291017	527.626238641923
ENSMUSG00000000876	Pxmp4	313.95302418999	95.6846275307244	149.322026877221	538.629937148568	176.889053970456	338.371678396457
ENSMUSG00000000881	Dlg3	58.8644757373358	51.7515791777494	152.152407789208	100.217930540676	32.4500770352203	59.8200870240629
ENSMUSG00000000884	Gnb1l	48.5386271153932	46.1999198077062	117.506286845412	30.7912149829634	43.5113380697467	43.2592014155393
ENSMUSG00000000889	Dbh	0	0	0.607814431030045	0	0	0
ENSMUSG00000000901	Mmp11	705.495165356564	40.9349845490056	92.5226674602943	27.1572564464039	92.7143326592517	26.5533956189129
ENSMUSG00000000902	Smarcb1	537.346433830314	237.58968273031	407.218238647638	288.378089000804	291.887912789037	249.750629190997
ENSMUSG00000000903	Vpreb3	20.2377022443381	3.26366926271476	21.0425104022935	20.7577791136467	3.8484161814633	21.6689317366606
ENSMUSG00000000915	Hip1r	464.335793427972	1355.88010552436	1195.88135916398	374.83249135448	203.086724091977	504.415522311377
ENSMUSG00000000916	Nsun5	613.490780671224	308.807587724337	569.872361679548	123.034918530362	226.630608417637	224.685645759748
ENSMUSG00000000934	Top1mt	117.777170703593	160.054177721239	121.855492145207	22.0780142872257	85.3102617970478	40.1324022532725
ENSMUSG00000000938	Hoxa10	3.08042233861241	0.927070729800766	0	0	0.149562015825005	0.152336982294127
ENSMUSG00000000942	Hoxa4	6.34049719695438	7.35603999017972	2.87631970220835	1.32246004082504	2.7785737736974	1.03884209977615
ENSMUSG00000000948	Snrpn	0	1.37526872399946	5.89484837538277	2.6340348419643	1.09752459508768	2.56623715051967
ENSMUSG00000000957	Mmp14	31.5086895827425	12.6607950552501	44.8785667283574	16.7723699407708	6.34733456837907	7.19551657077104
ENSMUSG00000000958	Slc7a7	6.46375333220553	17.9084733122124	36.4997755208696	15.4250163010822	18.2875011344989	7.55714080093839
ENSMUSG00000000959	Oxa1l	1373.04444626927	1315.72196164209	1342.67934548127	1054.90546892019	686.20456905607	924.835631648851
ENSMUSG00000000976	Heatr6	648.537839675488	478.672964534316	340.069814275402	231.103800365715	293.61077086031	278.550872437874
ENSMUSG00000000982	Ccl3	83.6602366004307	4.44974332267693	155.666423730608	12.0431037822726	305.012879979777	0.51011013000579
ENSMUSG00000000983	Wfdc18	22.8207426873116	0.778369103332299	0	0	8.29077025015085	0
ENSMUSG00000001014	Icam4	0	0	0	0	0	0
ENSMUSG00000001016	Ilf2	977.973046364891	823.16484461897	778.177612630131	805.251920857493	1347.76919249168	782.949376770632
ENSMUSG00000001017	Chtop	2124.68666175639	2194.33544727279	1655.73406932549	2098.51904121253	1477.24933359434	2738.98532603727
ENSMUSG00000001018	Snapin	943.92520078388	297.94268588589	448.457910408388	673.527326350591	480.526013424778	819.326259591465
ENSMUSG00000001020	S100a4	1332.30918862142	53.1531480422975	6386.92442312421	857.102801946161	215.036547691621	301.336753239261
ENSMUSG00000001021	S100a3	1.07664176420963	0	21.4967742190295	8.88202797082212	38.8038598952407	55.6096396083579
ENSMUSG00000001023	S100a5	0	0	0	0	0	2.79167525519362
ENSMUSG00000001025	S100a6	277.244533077524	103.797829471895	1497.07304972688	2953.0801859114	733.7727627061	5926.92084953224
ENSMUSG00000001027	Scn4a	0	8.64811251316981	6.74494008201731	0.189792925396734	0.212013433987962	0.542385139243742
ENSMUSG00000001029	Icam2	780.78290056013	907.421701599869	1167.71575501617	675.014904011816	462.080755813537	1660.25392914337
ENSMUSG00000001034	Mapk7	205.42723349216	414.605022306158	426.376181720338	277.068554689691	166.519115197377	293.1005673213
ENSMUSG00000001036	Epn2	4.65331540211744	7.44773466493513	4.47714906413527	3.87180721827302	16.8809987598197	6.452479830923
ENSMUSG00000001039	B9d1	56.3559689437496	8.18703078195998	77.2728135728109	96.4812815309492	56.7484857258548	18.0140458589149
ENSMUSG00000001052	Sec24b	592.171469216741	1358.69485343973	1073.87402786336	737.558667251832	842.267211141555	651.159343590403
ENSMUSG00000001053	N4bp3	208.816855011	57.3761378087761	124.88336978297	129.612115402127	187.380060849411	61.7926398214979
ENSMUSG00000001054	Rmnd5b	1318.94071337944	782.463448138719	1012.20842097127	779.708882418688	542.740614427227	1090.78998388322
ENSMUSG00000001056	Nhp2	3496.14511164062	348.325258011398	865.511040496695	1319.67664272191	1511.12261881758	1201.71540461756
ENSMUSG00000001062	Vps9d1	480.759111602283	461.381504045783	487.340325496129	140.762356290937	173.077573259572	281.143736172502
ENSMUSG00000001065	Zfp276	297.03196938913	440.214139532777	309.130847891359	99.5452799630703	123.823427343571	178.15698825539
ENSMUSG00000001076	C1ql4	0	1.81383403656672	0	0.525447877399641	1.45422095414438	0
ENSMUSG00000001082	Mfsd10	1825.64760608636	583.054185293329	855.634467283491	1082.55516550097	1031.56716906314	1231.03397973184
ENSMUSG00000001089	Luzp1	26.7534812102567	47.7115797245342	19.1323658977968	79.3228039039105	160.76808170138	23.0766933278978
ENSMUSG00000001095	Slc13a2	1.96549335784598	0.131344318190648	0	0.519176501562044	0.10603277241325	0.174843829112596
ENSMUSG00000001098	Kctd10	475.027523784182	1187.24853608453	535.881299777294	593.719616749999	318.112085886082	388.776089486733
ENSMUSG00000001100	Poldip2	926.8245485108	287.302053598102	417.927108839054	506.797965303909	540.150350616546	457.477273722399
ENSMUSG00000001103	Sebox	0	0	2.27427577216782	0	3.47854986190958	0.289654825488832
ENSMUSG00000001105	Ift20	1484.08259568673	380.814255211646	958.00671716905	448.669198957451	874.975133386992	731.599564114487
ENSMUSG00000001119	Col6a1	6.95229438994131	0.232118526099421	0	2.63193847583512	0.309997344859071	55.0393032049129
ENSMUSG00000001120	Pcbp3	1216.72328106104	157.781064528081	147.590308658519	38.0680195859495	294.036582971496	45.6375482647568
ENSMUSG00000001123	Lgals9	1629.91351791777	1372.35529980854	2768.81069798999	2457.4950419684	833.658325488402	2574.42765088369
ENSMUSG00000001127	Araf	1691.89566257813	2106.41816488115	2564.38995572757	1115.08607037439	1873.58592396931	1799.60016418195
ENSMUSG00000001128	Cfp	246.886197625037	254.815295567808	394.615353331388	44.1667215343371	148.299877515732	126.241287715278
ENSMUSG00000001131	Timp1	11.118579432428	20.7372654341292	34.6675045163058	30.1370381529515	4098.99808487201	28.6856292720586
ENSMUSG00000001134	Uxt	177.43084763216	80.9912726422692	138.400233782333	95.4622769509243	219.742862754523	125.842142067031
ENSMUSG00000001138	Cnnm3	350.770981504722	452.662908052315	318.173485838178	175.687614637701	222.894077816574	223.291705628804
ENSMUSG00000001143	Lman2l	231.177898054248	138.548665405824	189.16278000861	166.488630625948	164.866560286473	118.349354934615
ENSMUSG00000001150	Mcm3ap	390.645637129361	848.355138303528	541.619357952643	595.40973662657	416.878092307706	577.324063460826
ENSMUSG00000001151	Pcnt	177.269736428226	1539.51304734248	494.786654084557	485.292211184294	532.977705551659	434.907936095589
ENSMUSG00000001155	Ftcd	0	1.46834296321003	0	0.429737035610037	0.216750685061871	4.31632103316564
ENSMUSG00000001156	Mxd1	375.847970950985	754.796791632431	976.404929508862	2624.52945489664	658.762001970922	442.188982347487
ENSMUSG00000001157	Gmcl1	390.809243612289	339.978110148781	436.508059411113	519.542333746178	437.671459159769	396.585963337947
ENSMUSG00000001158	Snrnp27	1079.76861909657	345.199074922521	728.648253213291	766.865379641696	1059.6949861172	612.546946387715
ENSMUSG00000001166	Oas1c	74.632083288813	89.268458542982	342.49375023938	165.673449697089	39.2586193341553	271.971124988155
ENSMUSG00000001168	Oas1h	0	0.185373022513659	2.70283232571274	0	0	0
ENSMUSG00000001173	Ocrl	163.682526414667	99.9251788264041	141.601985201168	72.0309612634474	313.667631898405	101.099770923895
ENSMUSG00000001175	Calm1	7645.43593585525	1106.75190281447	2859.60705009105	5600.69930161989	4834.55480167429	4277.3467082531
ENSMUSG00000001211	Agpat3	1231.4254322036	940.772560045098	1340.46569332325	1261.74558918995	1019.52065647704	836.503412981029
ENSMUSG00000001225	Slc26a3	0	1.12236419244784	2.66848090389548	0	0.367125682819812	0.112866654992616
ENSMUSG00000001227	Sema6b	5.43972473206779	2.7192291925145	5.97682394209682	31.4072305831629	28.4876213490761	13.8261401584021
ENSMUSG00000001228	Uhrf1	383.180468901126	32.6445568586437	317.676323390916	1878.85542647075	1999.06525252384	424.319637124696
ENSMUSG00000001229	Dpp9	1243.0659496319	790.682312574736	727.641599738455	818.938368648046	719.839278159295	717.768536264591
ENSMUSG00000001240	Ramp2	0	3.80484703135402	1.02628930220955	0.578990245810195	0.686899909919778	0
ENSMUSG00000001247	Lsr	11.1520843617784	7.86012149458992	35.7240239127603	154.099138008738	12.6200680277334	42.0093569563504
ENSMUSG00000001248	Gramd1a	5758.17040994966	12003.8183246497	5104.73966138866	3425.7540673496	2435.91343197252	3644.13598419283
ENSMUSG00000001249	Hpn	111.482730978173	28.2750658478841	134.294376367385	2.05238929161206	41.6188472517128	2.79612708196574
ENSMUSG00000001260	Gabrg1	0	0	0.650237865432268	0	0.0268026668477006	0
ENSMUSG00000001270	Ckb	5298.86288336125	396.936708314456	1144.39604588204	9517.63066120193	540.668394893036	2626.3598396834
ENSMUSG00000001280	Sp1	309.676322952715	752.950678951441	531.29838843721	979.290012201839	596.491758190597	1061.07856811564
ENSMUSG00000001281	Itgb7	5103.3959557466	3118.17868561412	7958.25791605349	6273.94313784119	1166.4347228399	14565.9737524466
ENSMUSG00000001285	Myg1	957.481104106029	327.756397869666	619.471016479608	717.106528125943	476.554069834245	697.909025008035
ENSMUSG00000001288	Rarg	2102.45347576387	185.892347396478	1481.71213804806	70.7289851769166	443.962003072961	108.736411598552
ENSMUSG00000001289	Pfdn5	3247.50137116168	2168.71780920407	4251.17355076998	4089.58943248039	1777.29666852054	7340.97965382053
ENSMUSG00000001300	Efnb2	2.37005293579238	30.3084712116645	9.23971967973012	12.1349764355785	4.31855782073546	8.22449213236953
ENSMUSG00000001305	Rrp15	407.054215828848	130.257711825443	121.989754803323	66.4821219602214	280.322282061946	115.516166757896
ENSMUSG00000001313	Rnd2	15.3877970100413	19.4344620864855	31.0207990552462	30.2764890699027	9.50816504523899	17.7139970917939
